ORF	gene	hmm_call	custom_call	biotradis_call	gumbel_call
MB2540C	 -	NE	NE	NE	S
MB2541	 -	NE	NE	NE	NE
MB2542	 -	NE	NE	NE	U
MB2543C	 -	NE	NE	AMB	NE
MB2544C	 -	ES	NE	NE	U
MB2545C	 -	NE	AMB	ES	S
MB2546C	 -	NE	NE	NE	U
MB2547C	 lppS	NE	NE	NE	S
MB2548	 PE26	NE	NE	NE	S
MB2549C	 -	NE	NE	NE	NE
MB2550	 bcp	NE	NE	NE	NE
MB2551C	 -	NE	AMB	NE	S
MB2552C	 acpS	ES	ES	ES	U
MB2553C	 fas	NE	ES	ES	NE
MB2554C	 -	NE	NE	NE	S
MB2555	 -	NE	NE	NE	NE
MB2556	 -	NE	NE	NE	NE
MB2557C	 mrr	NE	NE	NE	NE
MB2558	 -	NE	NE	NE	U
MB2559C	 -	NE	ES	NE	S
MB2559AC	 -	NE	NE	NE	NE
MB2560C	 -	NE	NE	NE	NE
MB2561C	 -	NE	NE	NE	U
MB2562C	 nusB	NE	ES	ES	NE
MB2563C	 efp	NE	NE	NE	NE
MB2564C	 pepQ	NE	NE	NE	NE
MB2565	 -	ES	NE	NE	U
MB2566C	 aroD	ES	NE	NE	U
MB2567C	 aroB	ES	ES	ES	U
MB2568C	 aroK	ES	ES	ES	U
MB2569C	 aroF	NE	ES	ES	NE
MB2570	 -	NE	NE	NE	NE
MB2571	 -	NE	NE	NE	NE
MB2572	 lppA	NE	NE	NE	NE
MB2573	 lprR	NE	NE	NE	NE
MB2574	 lppB	NE	NE	NE	S
MB2575	 -	NE	NE	NE	NE
MB2576	 -	NE	NE	NE	S
MB2577	 -	NE	NE	NE	NE
MB2578	 -	NE	NE	NE	U
MB2578A	 len: 124 aa. Equivalent to Rv2548A len: 124 aa	NE	NE	ES	NE
MB2579C	 -	NE	NE	NE	NE
MB2580C	 -	GD	NE	NE	S
MB2581C	 -	GD	AMB	AMB	U
MB2582C	 aroE	GD	ES	ES	U
MB2583C	 -	ES	ES	NE	U
MB2584C	 -	ES	ES	ES	ES
MB2585C	 alaS	NE	ES	ES	S
MB2586C	 -	NE	NE	NE	NE
MB2587	 -	NE	NE	NE	NE
MB2588	 -	NE	NE	NE	NE
MB2589C	 -	NE	NE	NE	NE
MB2590	 -	NE	NE	NE	NE
MB2591	 -	NE	NE	NE	NE
MB2592	 -	NE	NE	NE	NE
MB2593	 glnQ	NE	NE	NE	NE
MB2594	 -	NE	NE	NE	NE
MB2595	 -	NE	NE	NE	NE
MB2596	 -	NE	NE	NE	U
MB2597	 -	NE	AMB	NE	NE
MB2598C	 -	NE	NE	NE	U
MB2599C	 -	NE	NE	NE	NE
MB2600	 -	NE	NE	NE	NE
MB2601C	 -	ES	NE	NE	ES
MB2602C	 aspS	NE	ES	ES	NE
MB2603	 -	NE	NE	NE	NE
MB2604	 -	NE	NE	NE	NE
MB2605	 -	NE	NE	NE	NE
MB2606C	 -	NE	NE	NE	S
MB2607	 -	NE	NE	NE	NE
MB2608	 -	NE	NE	NE	NE
MB2609C	 -	NE	NE	NE	U
MB2610	 dhaA	ES	NE	NE	ES
MB2611C	 hisS	ES	ES	ES	U
MB2612C	 -	ES	ES	ES	ES
MB2613	 ppiB	NE	ES	ES	U
MB2614C	 relA	NE	ES	NE	NE
MB2615C	 apt	NE	NE	NE	NE
MB2616C	 -	GD	NE	NE	ES
MB2617C	 secF	ES	ES	AMB	ES
MB2618C	 secD	NE	ES	ES	S
MB2619C	 -	NE	NE	NE	NE
MB2620	 gabT	NE	NE	NE	NE
MB2621	 fadD9	NE	NE	NE	NE
MB2622	 PE_PGRS44	NE	NE	NE	U
MB2623C	 ruvB	ES	ES	AMB	U
MB2624C	 ruvA	ES	ES	AMB	U
MB2625C	 ruvC	N/A	ES	AMB	S
MB2626	 -	NE	ES	NE	NE
MB2627	 -	NE	NE	NE	NE
MB2628	 -	NE	NE	NE	NE
MB2629	 -	NE	NE	NE	NE
MB2630	 -	NE	NE	NE	NE
MB2631	 -	NE	NE	NE	NE
MB2632	 speE	NE	NE	NE	S
MB2633	 -	NE	AMB	NE	NE
MB2634	 -	NE	NE	NE	NE
MB2635C	 -	NE	NE	NE	NE
MB2636C	 -	NE	AMB	NE	NE
MB2637C	 tesB2	NE	AMB	NE	U
MB2638C	 -	NE	NE	NE	NE
MB2639	 pdxH	NE	NE	NE	NE
MB2640	 PPE42	NE	NE	NE	U
MB2641C	 -	ES	NE	NE	ES
MB2642C	 pimA	ES	ES	ES	ES
MB2643C	 -	ES	ES	ES	U
MB2644C	 pgsA1	NE	ES	ES	NE
MB2645C	 -	ES	AMB	NE	ES
MB2646C	 thrS	NE	ES	ES	NE
MB2647	 -	NE	NE	NE	NE
MB2648C	 PE_PGRS45	NE	NE	NE	NE
MB2649	 -	NE	NE	NE	NE
MB2650C	 -	NE	NE	NE	NE
MB2651	 -	NE	NE	NE	S
MB2652C	 -	NE	NE	ES	NE
MB2653C	 -	NE	NE	NE	NE
MB2654C	 -	NE	NE	NE	NE
MB2655	 -	NE	NE	NE	NE
MB2656	 TB31.7	NE	NE	NE	U
MB2657C	 -	NE	NE	NE	NE
MB2658C	 -	NE	NE	NE	NE
MB2659C	 -	NE	NE	NE	NE
MB2660C	 -	NE	NE	NE	NE
MB2661	 -	NE	NE	NE	NE
MB2662	 -	NE	NE	NE	NE
MB2663	 -	NE	NE	NE	NE
MB2664	 -	NE	NE	NE	S
MB2665C	 -	NE	NE	NE	NE
MB2666C	 -	NE	NE	NE	NE
MB2667C	 PE_PGRS46	NE	NE	NE	NE
MB2668	 -	NE	NE	NE	NE
MB2669	 -	NE	NE	NE	NE
MB2670	 dedA	NE	NE	NE	NE
MB2671	 -	NE	NE	NE	NE
MB2672C	 -	NE	NE	NE	NE
MB2673C	 -	NE	NE	NE	NE
MB2674	 cadI	NE	NE	NE	NE
MB2675	 -	NE	NE	NE	NE
MB2676	 arsC	NE	NE	NE	NE
MB2677C	 -	N/A	NE	NE	S
MB2678C	 -	NE	NE	NE	S
MB2679C	 -	NE	NE	NE	S
MB2680	 -	NE	NE	NE	NE
MB2681	 -	NE	NE	NE	S
MB2682	 -	NE	NE	NE	S
MB2683C	 -	NE	NE	NE	NE
MB2684	 -	NE	NE	NE	NE
MB2685	 -	NE	NE	NE	NE
MB2686	 clpX'	NE	NE	NE	NE
MB2687	 -	NE	NE	NE	NE
MB2688	 -	NE	ES	NE	U
MB2689C	 -	NE	NE	NE	NE
MB2690	 ribD	NE	NE	NE	U
MB2691	 -	ES	NE	NE	U
MB2692	 -	NE	AMB	NE	NE
MB2693	 -	NE	NE	NE	NE
MB2694C	 -	GD	NE	NE	U
MB2695C	 -	ES	ES	ES	ES
MB2696C	 hemY	ES	ES	ES	ES
MB2697C	 hemE	NE	ES	ES	NE
MB2698	 -	NE	NE	NE	NE
MB2699	 -	NE	NE	NE	NE
MB2700	 -	ES	NE	NE	ES
MB2701C	 dxs1	NE	ES	ES	NE
MB2702	 -	NE	NE	NE	NE
MB2703	 arsA	NE	NE	NE	NE
MB2704	 arsB1	NE	NE	NE	NE
MB2705C	 -	NE	NE	NE	NE
MB2706C	 -	NE	NE	NE	NE
MB2707C	 -	NE	NE	NE	NE
MB2708C	 -	NE	NE	NE	NE
MB2709C	 -	NE	NE	NE	NE
MB2710	 ceoB	NE	NE	NE	NE
MB2711	 ceoC	NE	NE	NE	NE
MB2712C	 -	NE	NE	NE	NE
MB2713C	 -	NE	NE	NE	NE
MB2714	 -	NE	NE	NE	NE
MB2715C	 -	NE	NE	NE	U
MB2716C	 dut	NE	ES	ES	U
MB2717	 -	NE	ES	NE	U
MB2718C	 -	NE	NE	NE	U
MB2719	 -	NE	ES	NE	NE
MB2720C	 suhB	NE	NE	NE	NE
MB2721	 ppgK	ES	NE	NE	ES
MB2722	 sigA	NE	ES	ES	NE
MB2723	 -	NE	NE	NE	NE
MB2724C	 -	NE	NE	NE	S
MB2725C	 -	NE	NE	NE	NE
MB2726	 -	NE	NE	NE	NE
MB2727C	 -	NE	NE	NE	NE
MB2728	 -	NE	NE	NE	U
MB2729	 sigB	NE	AMB	AMB	U
MB2730	 ideR	NE	NE	ES	NE
MB2731C	 -	NE	NE	NE	NE
MB2732	 sthA	NE	NE	NE	NE
MB2733	 -	NE	NE	NE	NE
MB2734	 -	NE	NE	NE	NE
MB2735	 -	NE	NE	NE	NE
MB2736C	 -	NE	NE	NE	NE
MB2737C	 -	NE	NE	NE	NE
MB2738C	 -	NE	NE	NE	U
MB2739	 lexA	NE	AMB	ES	NE
MB2740C	 -	NE	NE	NE	NE
MB2741	 -	NE	NE	NE	NE
MB2742	 -	NE	NE	NE	NE
MB2743C	 fadE20	NE	NE	NE	NE
MB2744C	 hflX	NE	NE	NE	U
MB2745C	 dapF	NE	ES	ES	NE
MB2746C	 miaA	NE	NE	NE	NE
MB2747C	 -	NE	NE	NE	NE
MB2748C	 -	NE	NE	NE	NE
MB2749	 -	NE	NE	NE	NE
MB2750	 -	NE	NE	NE	NE
MB2751C	 -	NE	NE	NE	NE
MB2752C	 -	NE	NE	NE	NE
MB2753	 -	NE	NE	NE	NE
MB2754C	 -	NE	NE	NE	NE
MB2755C	 recX	NE	NE	NE	NE
MB2756C	 recA	NE	NE	NE	S
MB2757	 -	NE	NE	NE	S
MB2758C	 -	NE	NE	NE	NE
MB2759C	 -	NE	AMB	NE	NE
MB2760	 -	NE	NE	NE	NE
MB2761	 PE_PGRS47	NE	NE	NE	S
MB2762C	 -	NE	NE	NE	NE
MB2763C	 -	GA	NE	NE	NE
MB2764C	 -	GA	NE	NE	NE
MB2765C	 35kd_ag	GA	NE	NE	S
MB2766C	 -	ES	NE	NE	U
MB2767C	 pgsA3	NE	ES	ES	NE
MB2768	 -	ES	NE	NE	ES
MB2769C	 ftsK	NE	ES	AMB	S
MB2770	 -	NE	NE	NE	NE
MB2771	 -	NE	NE	NE	U
MB2772	 -	GD	NE	NE	NE
MB2773C	 -	GD	AMB	NE	U
MB2774C	 dapA	NE	ES	ES	NE
MB2775C	 -	NE	NE	NE	S
MB2776C	 hsdS'	NE	NE	NE	NE
MB2777C	 hsdM	NE	NE	NE	U
MB2778C	 -	NE	ES	AMB	S
MB2779C	 -	NE	NE	NE	NE
MB2780C	 -	NE	NE	NE	S
MB2781C	 -	NE	NE	NE	NE
MB2782C	 hsdS	NE	NE	NE	NE
MB2783C	 -	GD	NE	NE	S
MB2784C	 -	GD	NE	ES	U
MB2785C	 dfrA	GD	ES	ES	NE
MB2786C	 thyA	NE	ES	NE	NE
MB2787	 -	NE	NE	NE	NE
MB2788C	 -	NE	NE	NE	NE
MB2789C	 -	NE	NE	NE	NE
MB2790C	 PPE43	NE	NE	NE	NE
MB2791C	 PE27	NE	NE	NE	NE
MB2792C	 PPE44	GA	NE	NE	NE
MB2793C	 -	GA	NE	NE	NE
MB2794C	 -	ES	NE	NE	U
MB2795C	 dapB	NE	ES	ES	NE
MB2796C	 -	NE	NE	NE	NE
MB2797	 -	NE	NE	NE	NE
MB2798C	 -	GA	NE	NE	NE
MB2799C	 -	GA	NE	NE	NE
MB2800C	 -	NE	NE	NE	NE
MB2801C	 -	NE	NE	NE	NE
MB2802	 alda	NE	NE	NE	NE
MB2803	 aldb	NE	NE	NE	NE
MB2804C	 -	NE	NE	NE	NE
MB2805C	 pepR	ES	NE	NE	ES
MB2806C	 gpsI	NE	ES	ES	NE
MB2807C	 lppU	NE	NE	NE	NE
MB2808C	 rpsO	ES	ES	NE	U
MB2809C	 ribF	NE	ES	ES	NE
MB2810	 -	NE	NE	NE	NE
MB2811	 sirR	NE	NE	NE	NE
MB2812C	 fadE21	NE	NE	NE	NE
MB2813C	 ltp1	NE	NE	NE	NE
MB2814C	 -	NE	NE	NE	NE
MB2815C	 -	GD	NE	NE	U
MB2816C	 truB	GD	AMB	NE	U
MB2817C	 -	GD	ES	NE	U
MB2818C	 -	NE	ES	NE	NE
MB2819C	 lppV	NE	NE	NE	NE
MB2820C	 -	NE	NE	NE	NE
MB2821C	 -	NE	NE	NE	NE
MB2822	 -	NE	NE	NE	NE
MB2823	 -	NE	NE	NE	NE
MB2824C	 -	NE	NE	NE	S
MB2824A	 len: 76 aa. Equivalent to Rv2801A len: 76 aa	NE	NE	NE	NE
MB2825C	 -	NE	NE	NE	NE
MB2826	 -	NE	NE	NE	NE
MB2827C	 -	NE	NE	NE	NE
MB2828	 -	NE	NE	NE	NE
MB2829	 -	NE	NE	NE	U
MB2830	 -	NE	NE	NE	NE
MB2831	 -	NE	NE	NE	NE
MB2832	 -	NE	NE	NE	NE
MB2833C	 -	NE	NE	NE	NE
MB2834	 -	NE	NE	NE	NE
MB2835	 -	NE	NE	NE	U
MB2836	 -	NE	NE	NE	U
MB2837	 -	NE	ES	NE	U
MB2838C	 -	GD	NE	NE	NE
MB2839C	 -	GD	NE	ES	U
MB2840C	 -	NE	NE	NE	NE
MB2841C	 -	NE	AMB	NE	NE
MB2842C	 -	NE	NE	NE	NE
MB2843C	 -	NE	NE	NE	NE
MB2844C	 -	NE	NE	NE	U
MB2845C	 -	NE	NE	NE	NE
MB2846C	 -	NE	NE	NE	NE
MB2847C	 -	NE	NE	NE	NE
MB2848C	 -	NE	NE	NE	U
MB2849C	 -	NE	ES	ES	NE
MB2850C	 -	GD	AMB	NE	U
MB2851C	 -	GD	ES	AMB	NE
MB2852C	 -	GD	ES	NE	S
MB2852A	 len: 89 aa. Equivalent to Rv2828A len: 89 aa	NE	NE	ES	NE
MB2853C	 -	NE	NE	NE	S
MB2854C	 -	NE	ES	ES	NE
MB2855	 echA16	NE	AMB	NE	U
MB2856C	 ugpC	NE	ES	AMB	U
MB2857C	 ugpB	NE	ES	NE	NE
MB2858C	 ugpE	NE	NE	NE	NE
MB2859C	 ugpAb	NE	NE	NE	S
MB2860C	 ugpAa	NE	NE	NE	NE
MB2861C	 dinF	GD	NE	NE	U
MB2862C	 -	GD	ES	ES	U
MB2863C	 rbfA	ES	NE	NE	ES
MB2864C	 infB	NE	ES	ES	NE
MB2865C	 -	GD	NE	NE	ES
MB2866C	 nusA	GD	ES	ES	U
MB2867C	 -	GD	ES	AMB	NE
MB2868	 -	GD	ES	NE	U
MB2869	 -	GD	AMB	ES	U
MB2870C	 proS	ES	ES	AMB	U
MB2871C	 efpA	ES	ES	ES	ES
MB2872C	 cysG	NE	ES	ES	NE
MB2873C	 cobB	NE	NE	NE	NE
MB2874C	 cobO	NE	NE	NE	U
MB2875C	 -	NE	AMB	NE	NE
MB2876C	 -	NE	NE	NE	NE
MB2877C	 mqo	NE	NE	NE	U
MB2878	 PE_PGRS48	NE	NE	NE	NE
MB2879	 -	NE	NE	NE	U
MB2880	 mtr	NE	NE	NE	NE
MB2881	 nicT	NE	NE	NE	NE
MB2882C	 -	ES	ES	NE	ES
MB2883C	 aldC	NE	ES	ES	NE
MB2884C	 -	NE	NE	NE	NE
MB2885C	 glnA4	ES	NE	NE	ES
MB2886C	 mapB	NE	ES	ES	NE
MB2887C	 -	NE	NE	NE	S
MB2887A	 len: 64 aa. Equivalent to Rv2862A len: 82 aa	NE	NE	NE	NE
MB2888	 -	NE	NE	NE	NE
MB2889C	 -	NE	NE	NE	NE
MB2890	 -	NE	NE	NE	NE
MB2891	 -	NE	NE	NE	U
MB2892C	 -	NE	NE	NE	U
MB2893C	 gcpE	NE	AMB	ES	U
MB2894C	 -	ES	AMB	NE	ES
MB2895C	 dxr	ES	ES	NE	U
MB2896	 -	NE	NE	ES	NE
MB2897	 -	NE	NE	NE	NE
MB2898	 mpb83	NE	NE	NE	NE
MB2899	 dipZ	NE	NE	NE	NE
MB2900	 mpb70	NE	NE	NE	S
MB2901	 -	NE	NE	NE	NE
MB2902C	 -	NE	NE	NE	NE
MB2903C	 mpb53	NE	NE	NE	NE
MB2904C	 -	GD	NE	NE	U
MB2905C	 cdsA	GD	ES	ES	ES
MB2906C	 frr	GD	ES	AMB	U
MB2907C	 pyrH	NE	ES	ES	NE
MB2908	 -	NE	NE	NE	NE
MB2909C	 -	NE	NE	NE	NE
MB2910C	 -	NE	NE	NE	NE
MB2911	 -	NE	NE	NE	NE
MB2912C	 amiC	ES	NE	NE	U
MB2913C	 tsf	ES	ES	ES	U
MB2914C	 rpsB	NE	ES	ES	NE
MB2915	 -	NE	NE	NE	NE
MB2916C	 PPE45	NE	NE	NE	NE
MB2917	 -	NE	NE	NE	NE
MB2918C	 xerC	NE	NE	NE	NE
MB2919C	 viuB	NE	NE	NE	U
MB2920C	 -	NE	NE	NE	U
MB2921C	 -	NE	ES	NE	S
MB2922C	 -	NE	NE	NE	NE
MB2923C	 fdhD	NE	NE	NE	NE
MB2924C	 fdhF	NE	NE	NE	NE
MB2925C	 -	NE	NE	NE	NE
MB2926C	 rnhB	ES	NE	NE	U
MB2927C	 lepB	NE	AMB	ES	S
MB2928C	 rplS	NE	NE	NE	NE
MB2929	 lppW	ES	NE	NE	U
MB2930C	 trmD	ES	ES	ES	U
MB2931C	 rimM	ES	ES	ES	S
MB2932C	 -	ES	NE	NE	U
MB2933C	 rpsP	NE	ES	ES	NE
MB2934C	 -	NE	NE	NE	NE
MB2935	 dacB2	NE	NE	NE	NE
MB2936C	 -	NE	NE	NE	U
MB2937C	 -	NE	NE	NE	NE
MB2938C	 pknI	NE	NE	NE	U
MB2939C	 -	NE	NE	NE	U
MB2940C	 ffh	NE	ES	ES	NE
MB2941	 -	NE	NE	NE	U
MB2942C	 glnD	NE	NE	NE	NE
MB2943C	 glnB	NE	NE	NE	NE
MB2944C	 amt	ES	NE	NE	U
MB2945C	 ftsY	NE	ES	ES	U
MB2946C	 smc	NE	AMB	NE	S
MB2947C	 acyP	NE	ES	NE	NE
MB2948C	 -	NE	NE	NE	U
MB2949C	 fpg	GD	NE	NE	U
MB2950C	 rnc	GD	ES	NE	U
MB2951C	 -	GD	AMB	ES	U
MB2952C	 -	GA	ES	ES	NE
MB2953	 tesA	GA	NE	NE	NE
MB2954	 -	GA	NE	NE	NE
MB2955	 fadD26	GA	NE	NE	NE
MB2956	 ppsA	GA	NE	NE	NE
MB2957	 ppsB	GA	NE	NE	NE
MB2958	 ppsC	NE	NE	NE	U
MB2959	 ppsD	NE	NE	NE	NE
MB2960	 ppsE	NE	NE	NE	NE
MB2961	 drrA	NE	NE	NE	NE
MB2962	 drrB	NE	NE	NE	NE
MB2963	 drrC	GA	NE	NE	NE
MB2964	 papA5	GA	NE	NE	NE
MB2965C	 mas	GA	NE	NE	NE
MB2966	 fadD28	NE	NE	NE	NE
MB2967	 mmpL7	NE	NE	NE	NE
MB2968	 -	NE	NE	NE	NE
MB2969	 -	NE	NE	NE	NE
MB2970C	 lppX	N/A	NE	NE	S
MB2970CA	NA	NA	NE	NE	NA
MB2971C	 pks1	NE	NE	NE	NE
MB2972C	 fadD22	NE	NE	NE	NE
MB2973C	 -	NE	NE	NE	NE
MB2974C	 fadD29	NE	NE	NE	NE
MB2975C	 -	NE	NE	NE	NE
MB2976	 -	NE	NE	NE	NE
MB2977	 -	NE	NE	NE	NE
MB2978C	 -	NE	NE	NE	NE
MB2979C	 -	NE	NE	NE	NE
MB2980	 -	NE	NE	NE	NE
MB2981	 -	NE	NE	NE	S
MB2982CA	 -	NE	NE	NA	NE
MB2982C	 -	NE	NE	NE	NE
MB2983C	 -	NE	NE	NE	NE
MB2984C	 -	NE	NE	NE	NE
MB2985	 -	NE	NE	NE	NE
MB2986C	 -	NE	NE	NE	NE
MB2987	 -	NE	NE	NE	NE
MB2988	 purU	NE	NE	NE	U
MB2989C	 kdtB	NE	NE	NE	NE
MB2990C	 -	NE	NE	NE	NE
MB2991C	 pca	ES	NE	NE	U
MB2992C	 -	ES	ES	NE	U
MB2993C	 -	NE	ES	ES	NE
MB2994C	 lipN	NE	NE	NE	S
MB2995	 -	ES	NE	NE	U
MB2996	 -	NE	ES	ES	NE
MB2997C	 -	NE	NE	NE	U
MB2998C	 recG	NE	NE	NE	NE
MB2999C	 -	NE	NE	NE	S
MB2999CA	 len: 68 aa. Identified by de novo proteomics of Mycobacterium bovis AF2122/97 under exponential conditions. Mb2999cA transcript and transcriptional start site identified in Mycobacterium bovis strain AF2122/97 grown under exponential conditions	NE	NE	NE	U
MB3000C	 ung	NE	NE	NE	U
MB3001C	 thiL	NE	ES	ES	U
MB3002C	 -	NE	AMB	NE	NE
MB3003C	 -	NE	NE	NE	U
MB3004	 -	ES	NE	NE	U
MB3005C	 ddlA	NE	ES	ES	NE
MB3006C	 gpdA2	NE	NE	NE	U
MB3007	 -	ES	ES	ES	ES
MB3008	 ppk	GD	ES	ES	NE
MB3009	 mutT1	ES	AMB	NE	U
MB3010C	 hupB	ES	ES	NE	U
MB3011C	 leuD	ES	ES	ES	ES
MB3012C	 leuC	NE	ES	AMB	NE
MB3013	 -	NE	AMB	NE	NE
MB3014C	 -	NE	NE	NE	NE
MB3015	 -	NE	NE	NE	S
MB3016C	 gltS	NE	ES	ES	U
MB3017C	 -	NE	AMB	NE	NE
MB3018	 -	ES	NE	NE	U
MB3019C	 leuB	ES	ES	ES	U
MB3020C	 serA1	NE	ES	ES	NE
MB3021	 -	NE	NE	NE	NE
MB3022	 -	NE	NE	NE	S
MB3023C	 -	NE	ES	NE	U
MB3024	 lppY	NE	NE	NE	NE
MB3025	 -	ES	NE	NE	U
MB3026C	 ilvC	ES	ES	ES	S
MB3027C	 ilvN	ES	ES	ES	ES
MB3028C	 ilvB1	NE	ES	ES	NE
MB3029	 cfp6	NE	NE	NE	NE
MB3030C	 -	ES	NE	NE	ES
MB3031	 lppZ	NE	ES	ES	NE
MB3032C	 -	NE	NE	NE	NE
MB3033	 -	ES	NE	NE	ES
MB3034C	 gatB	NE	ES	ES	NE
MB3035C	 pfkA	ES	NE	NE	ES
MB3036C	 gatA	N/A	ES	ES	S
MB3037C	 gatC	NE	NE	ES	NE
MB3038	 -	ES	NE	NE	U
MB3039C	 ligA	NE	ES	ES	NE
MB3040C	 -	NE	AMB	NE	NE
MB3041	 lpqA	NE	NE	NE	NE
MB3042C	 esxQ	NE	NE	NE	NE
MB3043C	 PPE46	N/A	NE	NE	S
MB3044C	 PE27A	NE	NE	ES	NE
MB3045C	 esxR	NE	NE	NE	NE
MB3046C	 esxS	NE	NE	NE	NE
MB3047C	 PPE47	NE	NE	NE	NE
MB3048C	 PE29	NE	NE	NE	NE
MB3049C	 -	NE	NE	NE	NE
MB3050C	 trmU	ES	NE	NE	ES
MB3051C	 iscS	NE	ES	ES	NE
MB3052C	 -	NE	NE	NE	NE
MB3053C	 -	NE	NE	NE	NE
MB3054C	 fixB	ES	ES	ES	U
MB3055C	 fixA	ES	ES	ES	U
MB3056	 -	ES	ES	ES	ES
MB3057	 -	ES	ES	ES	U
MB3058	 -	NE	ES	ES	NE
MB3058A	 len: 129 aa. Equivalent to Rv3032A len: 129 aa	NE	NE	NE	NE
MB3059	 -	ES	NE	NE	U
MB3060C	 -	ES	NE	NE	ES
MB3061	 -	NE	ES	ES	NE
MB3062C	 TB22.2	NE	NE	NE	NE
MB3063C	 -	ES	NE	NE	ES
MB3064C	 -	NE	ES	ES	U
MB3065C	 echA17	NE	AMB	NE	U
MB3066C	 -	NE	AMB	NE	NE
MB3067C	 -	NE	NE	NE	U
MB3068C	 serB2	ES	ES	ES	ES
MB3069C	 ctaD	NE	ES	ES	NE
MB3070	 fecB	NE	NE	NE	NE
MB3071	 adhC	NE	NE	NE	S
MB3072C	 -	NE	ES	ES	NE
MB3073C	 -	ES	NE	NE	ES
MB3074C	 nrdF2	NE	NE	ES	NE
MB3075C	 -	NE	NE	NE	NE
MB3076C	 -	ES	AMB	NE	U
MB3077C	 nrdE	NE	ES	AMB	NE
MB3078C	 nrdI	ES	NE	NE	S
MB3079C	 nrdH	NE	NE	NE	NE
MB3080C	 -	NE	NE	NE	NE
MB3081	 -	NE	NE	NE	NE
MB3082	 dinP	NE	NE	NE	NE
MB3083C	 -	NE	NE	NE	NE
MB3084C	 -	NE	NE	NE	NE
MB3085	 cyp136	NE	NE	NE	NE
MB3086C	 -	NE	NE	NE	U
MB3087C	 fadE22b	NE	AMB	NE	NE
MB3088C	 fadE22a	NE	NE	NE	U
MB3089	 ligB	NE	NE	NE	NE
MB3090	 cstA	NE	NE	NE	NE
MB3091C	 -	NE	NE	NE	NE
MB3092	 mmr	NE	NE	NE	NE
MB3093	 -	NE	NE	NE	NE
MB3094	 -	NE	NE	NE	S
MB3095C	 pgmA	NE	NE	NE	NE
MB3096	 -	NE	NE	NE	NE
MB3097	 -	NE	NE	NE	NE
MB3098	 -	NE	NE	NE	NE
MB3099C	 -	NE	NE	NE	NE
MB3100C	 -	NE	NE	NE	U
MB3101	 -	NE	NE	NE	U
MB3102C	 -	NE	NE	NE	NE
MB3103	 -	NE	NE	NE	NE
MB3104	 -	NE	NE	NE	NE
MB3105	 hab	NE	NE	NE	NE
MB3106C	 -	NE	NE	NE	U
MB3107C	 pknK	NE	AMB	NE	U
MB3108	 -	NE	NE	NE	U
MB3109C	 virS	NE	NE	NE	NE
MB3110	 -	NE	NE	NE	NE
MB3111	 lipR	NE	NE	NE	NE
MB3112	 -	NE	AMB	AMB	NE
MB3113	 adhD	NE	NE	NE	NE
MB3114	 -	NE	NE	NE	NE
MB3115	 -	NE	AMB	NE	NE
MB3116	 fadD13	NE	NE	NE	NE
MB3117	 -	NE	NE	NE	NE
MB3118	 -	NE	NE	NE	NE
MB3119C	 -	NE	NE	NE	NE
MB3120C	 -	NE	NE	NE	U
MB3121C	 -	NE	NE	NE	NE
MB3122	 -	NE	NE	NE	NE
MB3123	 -	NE	NE	NE	NE
MB3124C	 PE_PGRS63	NE	NE	NE	NE
MB3125C	 -	NE	NE	NE	NE
MB3125A	 len: 106 aa. Equivalent to Rv3098A len: 106 aa	NE	NE	NE	U
MB3126C	 -	NE	NE	NE	U
MB3127C	 smpB	NE	AMB	ES	NE
MB3128C	 ftsX	NE	NE	NE	NE
MB3129C	 ftsE	NE	NE	NE	NE
MB3130C	 -	NE	NE	NE	NE
MB3131C	 -	ES	NE	NE	ES
MB3132C	 prfB	NE	NE	ES	NE
MB3133	 fprA	NE	NE	NE	U
MB3134C	 agpS	NE	AMB	NE	NE
MB3135	 -	NE	NE	NE	NE
MB3136	 moaA1	NE	NE	NE	NE
MB3137	 moaB1	NE	NE	NE	NE
MB3138	 moaC1	NE	NE	NE	NE
MB3139	 moaD1	NE	ES	NE	U
MB3140	 -	NE	ES	ES	NE
MB3141	 -	NE	NE	NE	NE
MB3142	 -	NE	NE	NE	NE
MB3143	 moeB2	NE	NE	NE	NE
MB3144	 cysA3	NE	NE	NE	NE
MB3145	 -	NE	NE	NE	NE
MB3146	 -	NE	NE	NE	NE
MB3147	 -	NE	NE	NE	NE
MB3148C	 PPE49	NE	NE	NE	S
MB3149C	 -	NE	NE	NE	NE
MB3150	 -	NE	NE	NE	NE
MB3151C	 -	NE	NE	NE	U
MB3152C	 -	NE	NE	NE	NE
MB3153	 -	NE	NE	NE	NE
MB3154C	 -	NE	NE	NE	NE
MB3155	 -	NE	AMB	NE	NE
MB3156C	 devS	NE	NE	NE	NE
MB3157C	 devR	NE	NE	NE	NE
MB3158C	 -	NE	NE	NE	NE
MB3159	 PPE50	NE	NE	NE	NE
MB3160	 PPE51	NE	NE	NE	NE
MB3160A	 len: 110 aa. Equivalent to Rv3136A len: 110 aa	NE	NE	NE	U
MB3161	 -	NE	ES	NE	NE
MB3162	 pflA	NE	NE	NE	NE
MB3163	 fadE24	NE	NE	NE	NE
MB3164	 fadE23	NE	NE	NE	U
MB3165	 fadB4	NE	NE	NE	NE
MB3166C	 -	NE	NE	NE	S
MB3167	 -	NE	NE	NE	NE
